fragment_id,fragment_version,year,month,day,sequence,inferred_page_id,marquee_id,classification,embedded_image_count,embedded_image_src_values,text_md5,text_preview,reason
"257","0","1828","8","30","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2855-image-appuldurcombe-house.jpg","d9a9c9f95ff7ce6b5e2285052bdacd3c","<figure> <img src=""images/img2855-image-appuldurcombe-house.jpg"" width=""600px"" /> <figcaption>Appuldurcombe House</figcaption> </figure>","fragment has no marquee"
"258","0","1828","8","30","2.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2855-image-isle-of-wight.jpg","2bb1cba383394729b662dbdb26387d5f","<figure> <img src=""images/img2855-image-isle-of-wight.jpg"" width=""600px"" /> <figcaption>Isle of Wight</figcaption> </figure>","fragment has no marquee"
"259","0","1828","8","30","3.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2855-image-navarino-house.jpg","4396e3e1881de6c049438ae165019be5","<figure> <img src=""images/img2855-image-navarino-house.jpg"" width=""600px"" /> <figcaption>Navarino House</figcaption> </figure>","fragment has no marquee"
"260","0","1828","8","30","4.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2855-image-navarino-house-map.png","d40c9272230d848419d23ee842983519","<figure> <img src=""images/img2855-image-navarino-house-map.png"" width=""600px"" /> <figcaption>Map showing Navarino House</figcaption> </figure>","fragment has no marquee"
"310","0","1828","10","17","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2860-image-map-alnwick-tyneside.jpg","3b7c62f453ad74786d045b6012b72dca","<figure> <img src=""images/img2860-image-map-alnwick-tyneside.jpg"" width=""600px"" /> <figcaption>Map Alnwick and Tyneside</figcaption> </figure>","fragment has no marquee"
"387","0","1829","1","1","2.0000","","","ORPHAN_OR_INCONSISTENT","0","","faeb6298f9f7de808a001e4ddc1e0473","<div class=""highlights-section"" > <section> <h2>Highlights</h2> <a href=""/diaries/1829.html#1829-03-07""> <p>1829-03-07 Last woman hanged in Newcastle</p> </a...","fragment has no marquee"
"544","0","1829","6","5","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2885-image-baltic-map.png","80755dfe6cf5255afd012ae7693d55bd","<figure> <img src=""images/img2885-image-baltic-map.png"" width=""600px"" /> <figcaption>Baltic map</figcaption> </figure>","fragment has no marquee"
"545","0","1829","6","5","2.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2885-image-copenhagen-large-map.png","e4a8368faf47b38504e16273d25b1c06","<figure> <img src=""images/img2885-image-copenhagen-large-map.png"" width=""600px"" /> <figcaption>Copenhagen large map</figcaption> </figure>","fragment has no marquee"
"546","0","1829","6","5","3.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2885-image-copenhagen-map.png","071fd7b214d8cec96ee165909ffb076c","<figure> <img src=""images/img2885-image-copenhagen-map.png"" width=""600px"" /> <figcaption>Copenhagen map</figcaption> </figure>","fragment has no marquee"
"547","0","1829","6","5","4.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2891-image-copenhagen-east.png","2eb57110a8a44ff1e570aa5993da1c93","<figure> <img src=""images/img2891-image-copenhagen-east.png"" width=""600px"" /> <figcaption>Copenhagen east</figcaption> </figure>","fragment has no marquee"
"565","1","1829","6","20","5.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2891-image-copenhagen-east.png","60dd00cd201403be413c7c5ca99a5af7","<figure> <img src=""images/img2891-image-copenhagen-east.png"" width=""600px"" /> <figcaption>Voyage east from Copenhagen</figcaption> </figure>","fragment has no marquee"
"575","0","1829","6","26","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2892-image-baltic.png","2635c5dc4b42d9c498312de982523afd","<figure> <img src=""images/img2892-image-baltic.png"" width=""600px"" /> <figcaption>Voyage for Copenhagen to St Petersburg</figcaption> </figure>","fragment has no marquee"
"578","0","1829","6","27","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2893-image-kopu-lighthouse.jpg","af2a695910b0775cc923b084083c4f0e","<figure> <img src=""images/img2893-image-kopu-lighthouse.jpg"" width=""600px"" /> <figcaption>Kopu Lighthouse</figcaption> </figure>","fragment has no marquee"
"593","0","1829","7","7","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2900-peter-and-paul-cathedral-st-petersburg.jpg","4a7929f8c404eec8b3716a35aeee0ebc","<figure> <img src=""images/img2900-peter-and-paul-cathedral-st-petersburg.jpg"" width=""600px"" /> <figcaption>Peter and Paul Cathedral, St Petersburg</figcaptio...","fragment has no marquee"
"594","0","1829","7","7","2.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2900-image-st-petersburg-map.png","03bbca67b111933f2110ed8f6e67b200","<figure> <img src=""images/img2900-image-st-petersburg-map.png"" width=""600px"" /> <figcaption>St Petersburg map</figcaption> </figure>","fragment has no marquee"
"595","0","1829","7","7","3.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2900-image-st-petersburg-map-large.png","8f2110e78df34b9c18c4b6a23910374c","<figure> <img src=""images/img2900-image-st-petersburg-map-large.png"" width=""600px"" /> <figcaption>Large St Petersburg map</figcaption> </figure>","fragment has no marquee"
"596","0","1829","7","7","4.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2900-image-room-plan.png","7a6fa2dd237dbde874b93e85a8f73f2f","<figure> <img src=""images/img2900-image-room-plan.png"" width=""600px"" /> <figcaption>Room Plan</figcaption> </figure>","fragment has no marquee"
"598","0","1829","7","8","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2900-image-hermitage.png","7c955bc3b85b2ae089cde13cba43c7db","<figure> <img src=""images/img2900-image-hermitage.png"" width=""600px"" /> <figcaption>Hermitage</figcaption> </figure>","fragment has no marquee"
"599","0","1829","7","8","2.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2900-image-the-jordan-staircase-state-hermitage-museum-st-petersburg-russia-B2KPFE.jpg","45e33a46485c68ef735f288d0c885974","<figure> <img src=""images/img2900-image-the-jordan-staircase-state-hermitage-museum-st-petersburg-russia-B2KPFE.jpg"" width=""600px"" /> <figcaption>Hermitage</...","fragment has no marquee"
"600","0","1829","7","8","3.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2900-image-san_pietroburgo_ermitage_02_palazzo_inverno_jpg_1200_630_cover_85.jpg","ed7083ac2c5c914873da61511f6db37b","<figure> <img src=""images/img2900-image-san_pietroburgo_ermitage_02_palazzo_inverno_jpg_1200_630_cover_85.jpg"" width=""600px"" /> <figcaption>Hermitage from th...","fragment has no marquee"
"606","0","1829","7","11","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2903-image-st-isaac-church.png","a397ecaa55a1c637b58d2575033d6f0c","<figure> <img src=""images/img2903-image-st-isaac-church.png"" width=""600px"" /> <figcaption>St Isaac church</figcaption> </figure>","fragment has no marquee"
"611","0","1829","7","14","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2903-image-main-entrance-to-alexander-nevsky-monastery-in-st-petersburg.jpg","cf8abe0cdbe80d440d44e738c0e81a69","<figure> <img src=""images/img2903-image-main-entrance-to-alexander-nevsky-monastery-in-st-petersburg.jpg"" width=""600px"" /> <figcaption>main entrance to Alexa...","fragment has no marquee"
"612","0","1829","7","14","2.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2903-image-alexander-nevsky-monastery-st-petersburg-5.jpg","90b849836f2a5d4fea2a56de499c83c2","<figure> <img src=""images/img2903-image-alexander-nevsky-monastery-st-petersburg-5.jpg"" width=""600px"" /> <figcaption>interior of the Alexander Nevsky Lavra m...","fragment has no marquee"
"613","0","1829","7","14","3.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2903-image-st-petersberg-alexander-nevsky-lavra-private-tour-528435.jpg","86d9b6a5aaef160774d62cbd52b27fc3","<figure> <img src=""images/img2903-image-st-petersberg-alexander-nevsky-lavra-private-tour-528435.jpg"" width=""600px"" /> <figcaption>monastery at Alexander Nev...","fragment has no marquee"
"632","0","1829","7","29","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2910-commodore-trunnion-and-jack-hatchway.jpg","d27f0163e1e312602334f17fe273223b","<figure> <img src=""images/img2910-commodore-trunnion-and-jack-hatchway.jpg"" width=""220px"" /> <figcaption>Commodore Trunnion and Jack Hatchway</figcaption> </...","fragment has no marquee"
"633","0","1829","7","29","2.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2910-peregrine-pickle-1st-edition.png","273e4ed022332cc73b441bb23adb7194","<figure> <img src=""images/img2910-peregrine-pickle-1st-edition.png"" width=""220px"" /> <figcaption>Peregrine Pickle 1st edition</figcaption> </figure>","fragment has no marquee"
"679","0","1829","9","5","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2920-image-map-london.png","9e52191dab8c47463c9c0ad9fead32c7","<figure> <img src=""images/img2920-image-map-london.png"" width=""600px"" /> <figcaption>Map of London</figcaption> </figure>","fragment has no marquee"
"680","0","1829","9","5","2.0000","","","ORPHAN_OR_INCONSISTENT","1","images/bugsbys_reach.jpg","4f57177686fa57ba9f28e775b2a73ec9","<figure> <a href=""https://853.london/2014/03/10/bugsbys-holed-why-a-bit-of-greenwichs-history-is-under-threat/""> <img src=""images/bugsbys_reach.jpg"" width=""6...","fragment has no marquee"
"683","0","1829","9","7","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2920-the-cock-fleet-street-london.png","c51ffd7538bf0479e84e0303cc948167","<figure> <img src=""images/img2920-the-cock-fleet-street-london.png"" width=""600px"" /> <figcaption>The Cock, Fleet Street, London</figcaption> </figure>","fragment has no marquee"
"684","0","1829","9","7","2.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2920-WhiteHorse1896.jpg","a2a4e87871e62d4311770d196e21cd2e","<figure> <a href=""https://pubwiki.co.uk/LondonPubs/Holborn/WhiteHorse.shtml"" > <img src=""images/img2920-WhiteHorse1896.jpg"" width=""600px"" /> <figcaption>The ...","fragment has no marquee"
"720","0","1829","10","10","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2926-burnhopeside-hall.jpg","de8ad1a0a52b3d4d0df1f8235b6847a2","<figure> <a href=""https://www.burnhopeside-hall.co.uk/"" > <img src=""images/img2926-burnhopeside-hall.jpg"" width=""600px"" /> <figcaption>Burnhopeside Hall</fig...","fragment has no marquee"
"722","0","1829","10","11","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2926-lanchester-church.jpg","c8e6f71ce6d4ea21df6d5846ee2f12fa","<figure> <a href=""https://www.google.co.uk/maps/@54.8211806,-1.7414375,3a,75y,106.58h,91.42t/data=!3m6!1e1!3m4!1s2SwrPh4prbPZkzzXtzMIqA!2e0!7i13312!8i6656?hl...","fragment has no marquee"
"725","0","1829","10","13","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2927-the-kings-head-lanchester.jpg","917bfa886745f1df2ffacfb1b826cc16","<figure> <a href=""https://www.google.co.uk/maps/@54.8213175,-1.7421712,3a,75y,180.02h,83.63t/data=!3m7!1e1!3m5!1sim9vpsYOAN2X0r0eUHJOXw!2e0!6s%2F%2Fgeo1.ggph...","fragment has no marquee"
"739","0","1829","10","26","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/Lucia_Elizabeth_Vestris_by_Robert_William_Buss.jpg","eebd6739c89e3be4b137aed5e0d00f37","<figure> <a href=""https://en.wikipedia.org/wiki/Lucia_Elizabeth_Vestris"" > <img src=""images/Lucia_Elizabeth_Vestris_by_Robert_William_Buss.jpg"" width=""451px""...","fragment has no marquee"
"806","0","1830","1","1","2.0000","","","ORPHAN_OR_INCONSISTENT","0","","b07b9cd94bae3f069551d5e9ca9ba13d","<div class=""highlights-section"" > <section> <h2>Highlights</h2> <a href=""/diaries/1830.html#1830-01-24""> <p>1830-01-24 Mrs Scott falls out of bed and breaks ...","fragment has no marquee"
"809","0","1830","1","3","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/the-tynemouth-lodge-hotel.jpg","ca739a596b216f6fe10330ce97b16e70","<figure> <a href=""https://www.google.co.uk/maps/@55.0084909,-1.4440795,160a,35y,52.65h,71t/data=!3m1!1e3?hl=en"" > <img src=""images/the-tynemouth-lodge-hotel....","fragment has no marquee"
"980","0","1830","6","23","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2381-image-map.jpg","5888c130ea685d3048484ef2fef92529","<img src=""images/img2381-image-map.jpg"" width=""600px"" />","fragment has no marquee"
"1029","0","1830","8","10","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2390-image-bullring.png","0e5f53a64d233460e4fc50602f54f890","<img src=""images/img2390-image-bullring.png"" width=""600px"" />","fragment has no marquee"
"1030","0","1830","8","10","2.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2394-image-eldon-square-2.jpg","9b04e5daa05b9ef2dc21a48c29ea1aef","<img src=""images/img2394-image-eldon-square-2.jpg"" width=""600px"" />","fragment has no marquee"
"1043","0","1830","8","22","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2398-image-archangel-map.png","0e98b62639be8f354dc176f8d4b7f6b0","<figure> <img src=""images/img2398-image-archangel-map.png"" width=""600px"" /> <figcaption>Archangel</figcaption> </figure>","fragment has no marquee"
"1177","0","1831","1","1","2.0000","","","ORPHAN_OR_INCONSISTENT","0","","fec9723212b1e4684113a3af6ef0b917","<div class=""highlights-section"" > <section> <h2>Highlights</h2> <a href=""/diaries/1831.html#1831-01-27""> <p>1831-01-27 Fires the landlord of the George Taver...","fragment has no marquee"
"1182","0","1831","1","5","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2734-doodle-on-blotting-paper.jpg","82c4b6f92454c4dd50fa7e1ce3a81963","<figure> <img src=""images/img2734-doodle-on-blotting-paper.jpg"" width=""600px"" /> <figcaption>Doodle on blotting paper</figcaption> </figure>","fragment has no marquee"
"1563","0","1832","1","1","3.0000","","","ORPHAN_OR_INCONSISTENT","0","","fd55aada892704f66c9a54a34d9c70dc","<div class=""highlights-section"" > <section> <h2>Highlights</h2> <a href=""/diaries/1832.html#1832-01-05""> <p>1832-01-05 JRS is free from disease!!!</p> </a> <...","fragment has no marquee"
"1564","0","1832","1","1","4.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2982-note-at-front-of-diary.jpg","0f5a066efa9a5cc1aa63c27b5fa92677","<div class=""forward-section"" > <section> <h2>Note</h2> <p>The following note appears at the front of the diary which appears to be a bet on a result in the 1...","fragment has no marquee"
"1738","0","1832","6","27","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img3018-murder-of-nicholas-fairles.png","6074f6c06632e4cf157c1d5a0b17f9e5","<style> .myDiv18320627 { border: 5px outset red; padding: 5px; background-color: lightblue; } </style> <div class=""myDiv18320627""> <h2>Murder of a Senior Mag...","fragment has no marquee"
"1926","0","1834","1","1","2.0000","","","ORPHAN_OR_INCONSISTENT","0","","54fa00cc3c5c2eb13633cab1dd958a40","<div class=""highlights-section"" > <section> <h2>Highlights</h2> <a href=""/diaries/1834.html#1834-05-30""> <p>1834-05-30 JRS sold the Hope to Mr Watson for £10...","fragment has no marquee"
"1933","0","1834","1","7","1.0000","","","ORPHAN_OR_INCONSISTENT","1","images/img2994-burnhopeside-hall.jpg","2c2116cee854b9d1507763aaf3ef23ef","<figure> <a href=""https://www.burnhopeside-hall.co.uk/"" > <img src=""images/img2994-burnhopeside-hall.jpg"" width=""600px"" /> <figcaption>Burnhopeside Hall</fig...","fragment has no marquee"
"2061","0","1834","5","14","1.0000","","","ORPHAN_OR_INCONSISTENT","0","","5dabc1c50afb7942795e8caf844d7689","<p><a href=""https://heatonhistorygroup.org/2026/03/10/benton-park-country-estate-to-housing-estate/"">Benton Park: country estate to housing estate</a></p>","fragment has no marquee"
